num_intersections
1000
"488,167"
"489,194"
"490,244"
"491,384"
"492,369"
"493,269"
"494,249"
"495,431"
"496,255"
"497,200"
"498,120"
"499,127"
"500,496"
"501,394"
"502,409"
"503,491"
"504,437"
"505,448"
"506,547"
"507,143"
"508,423"
"509,280"
"510,363"
"511,534"
"512,336"
"513,244"
"514,343"
"515,340"
"516,274"
"517,355"
"518,245"
"519,280"
"520,364"
"521,552"
"522,352"
"523,416"
"524,385"
"525,327"
"526,188"
"527,308"
"528,412"
"529,317"
"530,327"
"531,221"
"532,248"
"533,322"
"534,355"
"535,270"
"536,361"
"537,113"
"538,213"
"539,395"
"540,221"
"541,244"
"542,469"
"543,463"
"544,200"
"545,231"
"546,289"
"547,384"
"548,369"
"549,325"
"550,265"
"551,183"
"552,259"
"553,197"
"554,199"
"555,222"
"556,80"
"557,245"
"558,439"
"559,315"
"560,448"
"561,333"
"562,342"
"563,292"
"564,353"
"565,353"
"566,349"
"567,0"
"568,529"
"569,193"
"570,129"
"571,470"
"572,359"
"573,282"
"574,304"
"575,411"
"576,505"
"577,416"
"578,300"
"579,171"
"580,315"
"581,90"
"582,303"
"583,292"
"584,434"
"585,382"
"586,466"
"587,450"
"588,357"
"589,201"
"590,132"
"591,389"
"592,301"
"593,298"
"594,436"
"595,281"
"596,553"
"597,306"
"598,350"
"599,292"
"600,127"
"601,25"
"602,344"
"603,430"
"604,179"
"605,384"
"606,337"
"607,346"
"608,300"
"609,336"
"610,341"
"611,179"
"612,630"
"613,211"
"614,344"
"615,300"
"616,456"
"617,357"
"618,223"
"619,297"
"620,327"
"621,183"
"622,363"
"623,233"
"624,32"
"625,254"
"626,333"
"627,458"
"628,335"
"629,459"
"630,388"
"631,453"
"632,299"
"633,134"
"634,215"
"635,243"
"636,237"
"637,101"
"638,299"
"639,371"
"640,327"
"641,166"
"642,236"
"643,323"
"644,464"
"645,263"
"646,277"
"647,129"
"648,97"
"649,351"
"650,369"
"651,231"
"652,433"
"653,524"
"654,553"
"655,47"
"656,624"
"657,244"
"658,272"
"659,194"
"660,159"
"661,171"
"662,179"
"663,273"
"664,527"
"665,590"
"666,414"
"667,455"
"668,338"
"669,435"
"670,289"
"671,344"
"672,368"
"673,279"
"674,491"
"675,300"
"676,265"
"677,365"
"678,298"
"679,264"
"680,166"
"681,163"
"682,283"
"683,145"
"684,465"
"685,341"
"686,239"
"687,294"
"688,547"
"689,306"
"690,364"
"691,420"
"692,343"
"693,344"
"694,330"
"695,422"
"696,309"
"697,414"
"698,320"
"699,355"
"700,285"
"701,521"
"702,376"
"703,268"
"704,394"
"705,316"
"706,516"
"707,391"
"708,275"
"709,314"
"710,499"
"711,285"
"712,459"
"713,264"
"714,258"
"715,367"
"716,187"
"717,405"
"718,347"
"719,350"
"720,547"
"721,453"
"722,197"
"723,333"
"724,296"
"725,311"
"726,344"
"727,240"
"728,393"
"729,374"
"730,299"
"731,358"
"732,282"
"733,274"
"734,385"
"735,502"
"736,344"
"737,223"
"738,254"
"739,216"
"740,292"
"741,318"
"742,452"
"743,436"
"744,336"
"745,0"
"746,298"
"747,131"
"748,378"
"749,307"
"750,352"
"751,279"
"752,248"
"753,249"
"754,39"
"755,314"
"756,347"
"757,461"
"758,465"
"759,342"
"760,215"
"761,246"
"762,475"
"763,173"
"764,320"
"765,110"
"766,254"
"767,521"
"768,195"
"769,329"
"770,81"
"771,193"
"772,348"
"773,216"
"774,472"
"775,286"
"776,219"
"777,81"
"778,284"
"779,289"
"780,242"
"781,82"
"782,155"
"783,456"
"784,422"
"785,530"
"786,443"
"787,304"
"788,212"
"789,485"
"790,47"
"791,373"
"792,240"
"793,416"
"794,265"
"795,428"
"796,537"
"797,461"
"798,387"
"799,554"
"800,297"
"801,94"
"802,265"
"803,516"
"804,23"
"805,648"
"806,338"
"807,314"
"808,202"
"809,289"
"810,511"
"811,324"
"812,319"
"813,140"
"814,213"
"815,108"
"816,301"
"817,207"
"818,199"
"819,200"
"820,251"
"821,197"
"822,426"
"823,333"
"824,346"
"825,413"
"826,216"
"827,425"
"828,243"
"829,118"
"830,114"
"831,378"
"832,495"
"833,285"
"834,161"
"835,177"
"836,297"
"837,213"
"838,441"
"839,288"
"840,237"
"841,451"
"842,303"
"843,257"
"844,152"
"845,358"
"846,367"
"847,345"
"848,379"
"849,225"
"850,475"
"851,197"
"852,296"
"853,310"
"854,382"
"855,137"
"856,401"
"857,410"
"858,225"
"859,175"
"860,182"
"861,184"
"862,129"
"863,422"
"864,191"
"865,321"
"866,384"
"867,274"
"868,168"
"869,143"
"870,185"
"871,191"
"872,120"
"873,319"
"874,292"
"875,314"
"876,136"
"877,245"
"878,355"
"879,279"
"880,255"
"881,353"
"882,315"
"883,219"
"884,276"
"885,297"
"886,226"
"887,230"
"888,222"
"889,461"
"890,347"
"891,442"
"892,330"
"893,279"
"894,216"
"895,268"
"896,416"
"897,149"
"898,267"
"899,483"
"900,500"
"901,342"
"902,278"
"903,538"
"904,539"
"905,240"
"906,250"
"907,111"
"908,225"
"909,416"
"910,161"
"911,211"
"912,519"
"913,313"
"914,172"
"915,193"
"916,192"
"917,203"
"918,231"
"919,393"
"920,198"
"921,380"
"922,174"
"923,170"
"924,291"
"925,273"
"926,182"
"927,279"
"928,335"
"929,320"
"930,468"
"931,387"
"932,303"
"933,660"
"934,482"
"935,336"
"936,350"
"937,306"
"938,421"
"939,412"
"940,318"
"941,395"
"942,404"
"943,296"
"944,273"
"945,308"
"946,233"
"947,380"
"948,249"
"949,73"
"950,236"
"951,257"
"952,78"
"953,412"
"954,438"
"955,396"
"956,384"
"957,269"
"958,275"
"959,377"
"960,82"
"961,127"
"962,202"
"963,400"
"964,128"
"965,381"
"966,245"
"967,129"
"968,273"
"969,476"
"970,218"
"971,244"
"972,176"
"973,331"
"974,210"
"975,333"
"976,203"
"977,463"
"978,252"
"979,277"
"980,264"
"981,335"
"982,262"
"983,516"
"984,376"
"985,344"
"986,300"
"987,68"
"988,250"
"989,257"
"990,238"
"991,439"
"992,170"
"993,349"
"994,597"
"995,63"
"996,134"
"997,392"
"998,199"
"999,370"
